global_dialog_id,question_id,dialog_id,level,grammar_target,dialog_text,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,question_type,difficulty,manual_review,used_count
101,1,1,1,be verb,"A: What’s your name?
B: My name is David.
A: Are you a student?
B: Yes, I am.",What is the boy’s name?,Peter,Alex,John,David,David,Comprehension,1,False,0
101,2,1,1,be verb,"A: What’s your name?
B: My name is David.
A: Are you a student?
B: Yes, I am.",Is David a teacher?,"No, she’s not.","No, he isn’t.","Yes, she is.","Yes, he is.","No, he isn’t.",Grammar,1,False,0
101,3,1,1,be verb,"A: What’s your name?
B: My name is David.
A: Are you a student?
B: Yes, I am.",What verb form shows identity here?,Do,Have,Be,Go,Be,Grammar,1,False,0
102,4,2,1,nouns,"A: Who is she?
B: She’s my sister.
A: Is she older or younger?
B: She’s younger than me.",Who is the girl?,His mother,His friend,His teacher,His sister,His sister,Comprehension,1,False,0
102,5,2,1,nouns,"A: Who is she?
B: She’s my sister.
A: Is she older or younger?
B: She’s younger than me.",What word shows family relation?,Younger,Older,Friend,Sister,Sister,Vocabulary,1,False,0
102,6,2,1,nouns,"A: Who is she?
B: She’s my sister.
A: Is she older or younger?
B: She’s younger than me.",Is the sister older?,"No, she isn’t.","No, she can’t.","Yes, she is.","Yes, she’s taller.","No, she isn’t.",Comprehension,1,False,0
103,7,3,1,pronouns,"A: Is this your pencil?
B: No, it isn’t mine. It’s hers.
A: Oh, okay.",Whose pencil is it?,His,Yours,Hers,Mine,Hers,Comprehension,1,False,0
103,8,3,1,pronouns,"A: Is this your pencil?
B: No, it isn’t mine. It’s hers.
A: Oh, okay.",What pronoun replaces 'Mary’s pencil'?,Her,His,She,Hers,Hers,Grammar,1,False,0
103,9,3,1,pronouns,"A: Is this your pencil?
B: No, it isn’t mine. It’s hers.
A: Oh, okay.",What does 'it' refer to?,A pen,A bag,A pencil,A book,A pencil,Reference,1,False,0
104,10,4,1,adjectives,"A: How are you today?
B: I’m fine, but a little tired.
A: You should rest!",How does the girl feel?,Tired,Hungry,Angry,Happy,Tired,Comprehension,1,False,0
104,11,4,1,adjectives,"A: How are you today?
B: I’m fine, but a little tired.
A: You should rest!",What adjective describes feeling?,Fine,Should,You,Rest,Fine,Grammar,1,False,0
104,12,4,1,adjectives,"A: How are you today?
B: I’m fine, but a little tired.
A: You should rest!",What advice does the speaker give?,Go out,Eat dinner,Take a rest,Study more,Take a rest,Inference,1,False,0
105,13,5,1,prepositions,"A: Where is the cat?
B: It’s under the table.
A: Oh, I see it!",Where is the cat?,Under the table,On the table,In the bag,Next to the table,Under the table,Comprehension,1,False,0
105,14,5,1,prepositions,"A: Where is the cat?
B: It’s under the table.
A: Oh, I see it!",Which word shows position?,Table,Under,Cat,See,Under,Grammar,1,False,0
105,15,5,1,prepositions,"A: Where is the cat?
B: It’s under the table.
A: Oh, I see it!",What preposition means 'below'?,In,Under,Behind,On,Under,Vocabulary,1,False,0
106,16,6,1,simple present,"A: What time do you get up?
B: I get up at 7 o’clock.
A: Do you eat breakfast?
B: Yes, I do.",When does the boy get up?,At eight,At seven,At nine,At six,At seven,Comprehension,1,False,0
106,17,6,1,simple present,"A: What time do you get up?
B: I get up at 7 o’clock.
A: Do you eat breakfast?
B: Yes, I do.",What tense shows daily action?,Past,Present,Future,Perfect,Present,Grammar,1,False,0
106,18,6,1,simple present,"A: What time do you get up?
B: I get up at 7 o’clock.
A: Do you eat breakfast?
B: Yes, I do.",Does he eat breakfast?,"Yes, he is.","No, he isn’t.","Yes, he does.","No, he doesn’t.","Yes, he does.",Comprehension,1,False,0
107,19,7,1,question words,"A: Where do you live?
B: I live in Seoul.
A: Do you like it there?
B: Yes, I love my city.",Where does the boy live?,Paris,Busan,Seoul,Tokyo,Seoul,Comprehension,1,False,0
107,20,7,1,question words,"A: Where do you live?
B: I live in Seoul.
A: Do you like it there?
B: Yes, I love my city.",What question word asks about place?,What,Where,Who,When,Where,Grammar,1,False,0
107,21,7,1,question words,"A: Where do you live?
B: I live in Seoul.
A: Do you like it there?
B: Yes, I love my city.",Does he like his city?,"Yes, he does.",He isn’t.,"No, he doesn’t.",He can’t.,"Yes, he does.",Comprehension,1,False,0
108,22,8,1,modal verb (can),"A: Can you swim?
B: Yes, I can. I go to the pool every weekend.
A: Wow, that’s great!",What can the boy do?,Run,Sing,Cook,Swim,Swim,Comprehension,1,False,0
108,23,8,1,modal verb (can),"A: Can you swim?
B: Yes, I can. I go to the pool every weekend.
A: Wow, that’s great!",What modal verb shows ability?,Do,Have,Be,Can,Can,Grammar,1,False,0
108,24,8,1,modal verb (can),"A: Can you swim?
B: Yes, I can. I go to the pool every weekend.
A: Wow, that’s great!",Where does he go?,To the pool,To the beach,To the park,To school,To the pool,Detail,1,False,0
109,25,9,1,adjectives (color),"A: What color is your bag?
B: It’s blue.
A: I like blue too!",What color is the bag?,Red,Green,Blue,Black,Blue,Comprehension,1,False,0
109,26,9,1,adjectives (color),"A: What color is your bag?
B: It’s blue.
A: I like blue too!",Which word is an adjective?,Blue,Bag,Too,Color,Blue,Grammar,1,False,0
109,27,9,1,adjectives (color),"A: What color is your bag?
B: It’s blue.
A: I like blue too!",What does 'too' mean here?,Only,Also,Very,Then,Also,Vocabulary,1,False,0
110,28,10,1,existence (there is/are),"A: How many chairs are there?
B: There are four chairs.
A: And the table?
B: There is one table.",How many chairs are there?,Three,Two,Four,Five,Four,Comprehension,1,False,0
110,29,10,1,existence (there is/are),"A: How many chairs are there?
B: There are four chairs.
A: And the table?
B: There is one table.",What structure shows existence?,Do,Have,Can,There is/There are,There is/There are,Grammar,1,False,0
110,30,10,1,existence (there is/are),"A: How many chairs are there?
B: There are four chairs.
A: And the table?
B: There is one table.",How many tables are there?,Two,Three,Four,One,One,Comprehension,1,False,0
201,1,1,2,simple present,"A: What do you do after school?
B: I play soccer with my friends.
A: That sounds fun!",What does the boy do after school?,Watches TV,Reads books,Plays soccer,Studies math,Plays soccer,Comprehension,2,False,0
201,2,1,2,simple present,"A: What do you do after school?
B: I play soccer with my friends.
A: That sounds fun!",What tense shows regular activity?,Continuous,Simple Present,Future,Past,Simple Present,Grammar,2,False,0
201,3,1,2,simple present,"A: What do you do after school?
B: I play soccer with my friends.
A: That sounds fun!",Who does he play with?,His teacher,His coach,His sister,His friends,His friends,Detail,2,False,0
202,4,2,2,comparatives,"A: This bag is heavier than that one.
B: Yes, but it’s cheaper!
A: I’ll take the cheaper one then.",Which bag is heavier?,Neither,The second one,The first one,Both,The first one,Comprehension,2,False,0
202,5,2,2,comparatives,"A: This bag is heavier than that one.
B: Yes, but it’s cheaper!
A: I’ll take the cheaper one then.",What word shows comparison?,One,Heavier,Take,Bag,Heavier,Grammar,2,False,0
202,6,2,2,comparatives,"A: This bag is heavier than that one.
B: Yes, but it’s cheaper!
A: I’ll take the cheaper one then.",Why does the speaker buy the bag?,It’s newer,It’s heavier,It’s cheaper,It’s bigger,It’s cheaper,Inference,2,False,0
203,7,3,2,frequency adverbs,"A: How often do you exercise?
B: I usually run in the morning before school.
A: Really? I never run that early!",How often does the boy run?,Sometimes,Usually,Never,Always,Usually,Comprehension,2,False,0
203,8,3,2,frequency adverbs,"A: How often do you exercise?
B: I usually run in the morning before school.
A: Really? I never run that early!",Which adverb means 'not at all'?,Always,Usually,Never,Often,Never,Vocabulary,2,False,0
203,9,3,2,frequency adverbs,"A: How often do you exercise?
B: I usually run in the morning before school.
A: Really? I never run that early!",When does he run?,On weekends,At night,Before school,After school,Before school,Detail,2,False,0
204,10,4,2,object pronouns,"A: Do you know Lisa?
B: Yes, I see her every day in class.
A: She’s very nice!",Who does the boy see every day?,His teacher,John,Lisa,Anna,Lisa,Comprehension,2,False,0
204,11,4,2,object pronouns,"A: Do you know Lisa?
B: Yes, I see her every day in class.
A: She’s very nice!",Which word is an object pronoun?,Her,He,We,She,Her,Grammar,2,False,0
204,12,4,2,object pronouns,"A: Do you know Lisa?
B: Yes, I see her every day in class.
A: She’s very nice!",Where does he see her?,At home,At work,At the park,In class,In class,Detail,2,False,0
205,13,5,2,time expressions,"A: What time is your English class?
B: It starts at 9:30.
A: Don’t be late!",When does the class start?,10:00,11:00,9:30,8:00,9:30,Comprehension,2,False,0
205,14,5,2,time expressions,"A: What time is your English class?
B: It starts at 9:30.
A: Don’t be late!",What phrase shows time?,English,Starts at,Be late,Don’t,Starts at,Grammar,2,False,0
205,15,5,2,time expressions,"A: What time is your English class?
B: It starts at 9:30.
A: Don’t be late!",What advice does the speaker give?,Come early,Don’t be late,Study hard,Take notes,Don’t be late,Inference,2,False,0
206,16,6,2,verbs of preference,"A: Do you like pizza?
B: I love it! Especially with cheese.
A: Me too!",What food does the boy love?,Chicken,Rice,Pasta,Pizza,Pizza,Comprehension,2,False,0
206,17,6,2,verbs of preference,"A: Do you like pizza?
B: I love it! Especially with cheese.
A: Me too!",What word means 'like very much'?,Love,Want,Hate,Eat,Love,Vocabulary,2,False,0
206,18,6,2,verbs of preference,"A: Do you like pizza?
B: I love it! Especially with cheese.
A: Me too!",What topping does he like?,Cheese,Ham,Olive,Tomato,Cheese,Detail,2,False,0
207,19,7,2,prepositions,"A: Where’s the bookstore?
B: It’s next to the bank, across from the park.",Where is the bookstore?,In front of the station,On the hill,Next to the bank,Behind the school,Next to the bank,Comprehension,2,False,0
207,20,7,2,prepositions,"A: Where’s the bookstore?
B: It’s next to the bank, across from the park.",What preposition means 'opposite of'?,On,Next to,Across from,In,Across from,Vocabulary,2,False,0
207,21,7,2,prepositions,"A: Where’s the bookstore?
B: It’s next to the bank, across from the park.",What does the boy ask about?,A place,A color,A person,A time,A place,Grammar,2,False,0
208,22,8,2,simple present,"A: What do you do on weekends?
B: I visit my grandparents or go shopping.",What does the girl do on weekends?,Visits her grandparents,Goes swimming,Studies,Sleeps all day,Visits her grandparents,Comprehension,2,False,0
208,23,8,2,simple present,"A: What do you do on weekends?
B: I visit my grandparents or go shopping.",What tense is used in 'I visit my grandparents'?,Perfect,Simple Present,Past,Future,Simple Present,Grammar,2,False,0
208,24,8,2,simple present,"A: What do you do on weekends?
B: I visit my grandparents or go shopping.",What two activities does she mention?,Cooking and cleaning,Running and reading,Visiting and shopping,Sleeping and eating,Visiting and shopping,Detail,2,False,0
209,25,9,2,weather,"A: What’s the weather like today?
B: It’s cloudy and windy.
A: Let’s take our jackets.",How is the weather?,Hot,Rainy,Sunny,Cloudy and windy,Cloudy and windy,Comprehension,2,False,0
209,26,9,2,weather,"A: What’s the weather like today?
B: It’s cloudy and windy.
A: Let’s take our jackets.",What should they take?,Gloves,Hats,Umbrellas,Jackets,Jackets,Inference,2,False,0
209,27,9,2,weather,"A: What’s the weather like today?
B: It’s cloudy and windy.
A: Let’s take our jackets.",Which word describes wind?,Cold,Rainy,Windy,Hot,Windy,Vocabulary,2,False,0
210,28,10,2,functional language,"A: Do you want to go to the movies?
B: Sure! What time?
A: Let’s go at seven.",What are they planning to do?,Study together,Go to the movies,Play soccer,Eat dinner,Go to the movies,Comprehension,2,False,0
210,29,10,2,functional language,"A: Do you want to go to the movies?
B: Sure! What time?
A: Let’s go at seven.",What does 'Sure!' mean here?,I’m busy,Yes,Maybe,"No, thanks",Yes,Vocabulary,2,False,0
210,30,10,2,functional language,"A: Do you want to go to the movies?
B: Sure! What time?
A: Let’s go at seven.",When will they go?,At seven,At six,At five,At nine,At seven,Detail,2,False,0
301,1,1,3,past tense,"A: What did you do yesterday?
B: I visited my grandmother and helped her cook dinner.
A: That’s nice! Did she like it?
B: Yes, she did.",What did the boy do yesterday?,Visited his grandmother,Went to school,Slept all day,Played soccer,Visited his grandmother,Comprehension,3,False,0
301,2,1,3,past tense,"A: What did you do yesterday?
B: I visited my grandmother and helped her cook dinner.
A: That’s nice! Did she like it?
B: Yes, she did.",What verb shows the past?,Like,Cook,Visited,Help,Visited,Grammar,3,False,0
301,3,1,3,past tense,"A: What did you do yesterday?
B: I visited my grandmother and helped her cook dinner.
A: That’s nice! Did she like it?
B: Yes, she did.",Who did he visit?,His teacher,His friend,His sister,His grandmother,His grandmother,Detail,3,False,0
302,4,2,3,modals (should),"A: I have a headache.
B: You should take some rest and drink water.
A: Thanks, I will.",What problem does the girl have?,A sore throat,A cold,A stomachache,A headache,A headache,Comprehension,3,False,0
302,5,2,3,modals (should),"A: I have a headache.
B: You should take some rest and drink water.
A: Thanks, I will.",What advice does the boy give?,Study more,Take rest and drink water,Go running,Eat candy,Take rest and drink water,Function,3,False,0
302,6,2,3,modals (should),"A: I have a headache.
B: You should take some rest and drink water.
A: Thanks, I will.",Which modal verb gives advice?,Must,Can,Should,Do,Should,Grammar,3,False,0
303,7,3,3,conjunctions,"A: Why are you late?
B: Because the bus broke down.
A: Oh no! So you walked here?
B: Yes, it took twenty minutes.",Why was the boy late?,The bus broke down,He missed the bus,He forgot his bag,He woke up late,The bus broke down,Comprehension,3,False,0
303,8,3,3,conjunctions,"A: Why are you late?
B: Because the bus broke down.
A: Oh no! So you walked here?
B: Yes, it took twenty minutes.",What conjunction explains a reason?,So,Because,But,And,Because,Grammar,3,False,0
303,9,3,3,conjunctions,"A: Why are you late?
B: Because the bus broke down.
A: Oh no! So you walked here?
B: Yes, it took twenty minutes.",How long did it take to walk?,20 minutes,30 minutes,15 minutes,10 minutes,20 minutes,Detail,3,False,0
304,10,4,3,adverbs of frequency,"A: How often do you go to the gym?
B: I go three times a week, but I sometimes skip Sunday.",How often does she go to the gym?,Once a week,Every day,Three times a week,Never,Three times a week,Comprehension,3,False,0
304,11,4,3,adverbs of frequency,"A: How often do you go to the gym?
B: I go three times a week, but I sometimes skip Sunday.",What word shows frequency?,Week,Skip,Go,Sometimes,Sometimes,Grammar,3,False,0
304,12,4,3,adverbs of frequency,"A: How often do you go to the gym?
B: I go three times a week, but I sometimes skip Sunday.",What day does she skip?,Saturday,Sunday,Friday,Monday,Sunday,Detail,3,False,0
305,13,5,3,prepositions of time,"A: When is your birthday?
B: It’s on March 15th.
A: Mine is in May!",When is her birthday?,April 15th,March 15th,June 15th,May 15th,March 15th,Comprehension,3,False,0
305,14,5,3,prepositions of time,"A: When is your birthday?
B: It’s on March 15th.
A: Mine is in May!",Which preposition is used with dates?,From,At,On,In,On,Grammar,3,False,0
305,15,5,3,prepositions of time,"A: When is your birthday?
B: It’s on March 15th.
A: Mine is in May!",When is the boy’s birthday?,In April,In June,In May,In March,In May,Detail,3,False,0
306,16,6,3,functional language (opinions),"A: What do you think about the new cafeteria?
B: It’s better than before, but the food is still cold.
A: Yeah, I agree.",What does the boy think about the cafeteria?,It’s worse,It’s new,It’s closed,It’s better,It’s better,Comprehension,3,False,0
306,17,6,3,functional language (opinions),"A: What do you think about the new cafeteria?
B: It’s better than before, but the food is still cold.
A: Yeah, I agree.",What phrase shows agreement?,It’s better,I agree,I think,New cafeteria,I agree,Grammar,3,False,0
306,18,6,3,functional language (opinions),"A: What do you think about the new cafeteria?
B: It’s better than before, but the food is still cold.
A: Yeah, I agree.",What is still cold?,The drink,The room,The table,The food,The food,Detail,3,False,0
307,19,7,3,sequence words,"A: First, we mix the flour and sugar. Then, we add eggs.
B: Finally, we bake it for 30 minutes.",What are they making?,Pasta,Cookies,Salad,Cake,Cake,Inference,3,False,0
307,20,7,3,sequence words,"A: First, we mix the flour and sugar. Then, we add eggs.
B: Finally, we bake it for 30 minutes.",What word shows the last step?,Then,Mix,Finally,Add,Finally,Grammar,3,False,0
307,21,7,3,sequence words,"A: First, we mix the flour and sugar. Then, we add eggs.
B: Finally, we bake it for 30 minutes.",How long do they bake it?,30 minutes,10 minutes,40 minutes,20 minutes,30 minutes,Detail,3,False,0
308,22,8,3,past continuous,"A: What were you doing at 8 last night?
B: I was watching TV with my family.
A: Me too!",What was he doing last night?,Watching TV,Reading,Sleeping,Cooking,Watching TV,Comprehension,3,False,0
308,23,8,3,past continuous,"A: What were you doing at 8 last night?
B: I was watching TV with my family.
A: Me too!",Which tense describes ongoing past action?,Present,Simple Past,Future,Past Continuous,Past Continuous,Grammar,3,False,0
308,24,8,3,past continuous,"A: What were you doing at 8 last night?
B: I was watching TV with my family.
A: Me too!",Who was he with?,Alone,His family,His friends,His teacher,His family,Detail,3,False,0
309,25,9,3,modals (must),"A: You must wear your seatbelt in the car.
B: Yes, safety first!",What must the person do?,Use the phone,Turn off lights,Drive fast,Wear a seatbelt,Wear a seatbelt,Comprehension,3,False,0
309,26,9,3,modals (must),"A: You must wear your seatbelt in the car.
B: Yes, safety first!",What modal verb shows rule or obligation?,May,Should,Must,Can,Must,Grammar,3,False,0
309,27,9,3,modals (must),"A: You must wear your seatbelt in the car.
B: Yes, safety first!",Why must they wear it?,For comfort,For style,For fun,For safety,For safety,Inference,3,False,0
310,28,10,3,functional language (requests/offers),"A: Can you help me carry these books?
B: Of course! Let me take some.
A: Thanks a lot.",What does the girl ask for?,Permission,Money,Help,Advice,Help,Comprehension,3,False,0
310,29,10,3,functional language (requests/offers),"A: Can you help me carry these books?
B: Of course! Let me take some.
A: Thanks a lot.",What phrase shows an offer?,Thanks a lot,Carry these,Can you help,Let me take some,Let me take some,Grammar,3,False,0
310,30,10,3,functional language (requests/offers),"A: Can you help me carry these books?
B: Of course! Let me take some.
A: Thanks a lot.",How does the boy respond?,He laughs,He ignores her,He refuses,He agrees to help,He agrees to help,Function,3,False,0
401,1,1,4,first conditional,"A: If it rains tomorrow, we’ll have to cancel the picnic.
B: That’s too bad! What will we do instead?
A: Maybe we can go to the museum.",What will they do if it rains?,Go to the park,Go to the museum,Stay home,Still have a picnic,Go to the museum,Comprehension,4,False,0
401,2,1,4,first conditional,"A: If it rains tomorrow, we’ll have to cancel the picnic.
B: That’s too bad! What will we do instead?
A: Maybe we can go to the museum.",Which word introduces a condition?,If,Because,When,So,If,Grammar,4,False,0
401,3,1,4,first conditional,"A: If it rains tomorrow, we’ll have to cancel the picnic.
B: That’s too bad! What will we do instead?
A: Maybe we can go to the museum.",Why will they cancel the picnic?,Because it’s too hot,Because of time,Because of rain,Because of traffic,Because of rain,Inference,4,False,0
402,4,2,4,modals (might/could),"A: What are you doing this weekend?
B: I might visit my cousin, or I could just relax at home.
A: Sounds like a good plan.",What might the boy do?,Visit his cousin,Work,Go to school,Travel abroad,Visit his cousin,Comprehension,4,False,0
402,5,2,4,modals (might/could),"A: What are you doing this weekend?
B: I might visit my cousin, or I could just relax at home.
A: Sounds like a good plan.",Which modal shows possibility?,Can,Might,Will,Must,Might,Grammar,4,False,0
402,6,2,4,modals (might/could),"A: What are you doing this weekend?
B: I might visit my cousin, or I could just relax at home.
A: Sounds like a good plan.",What does 'could' mean here?,A possibility,A future plan,An order,A request,A possibility,Vocabulary,4,False,0
403,7,3,4,relative clauses,"A: Who’s that man talking to Mr. Kim?
B: That’s the engineer who designed the new bridge.
A: Wow, it looks amazing!",Who is the man?,A student,A teacher,An engineer,A driver,An engineer,Comprehension,4,False,0
403,8,3,4,relative clauses,"A: Who’s that man talking to Mr. Kim?
B: That’s the engineer who designed the new bridge.
A: Wow, it looks amazing!",Which word joins the clause?,Where,When,That,Who,Who,Grammar,4,False,0
403,9,3,4,relative clauses,"A: Who’s that man talking to Mr. Kim?
B: That’s the engineer who designed the new bridge.
A: Wow, it looks amazing!",What did the engineer design?,A building,A plane,A bridge,A car,A bridge,Detail,4,False,0
404,10,4,4,gerunds,"A: I enjoy swimming in the morning.
B: Really? I prefer running at night.
A: Both are good exercise!",What activity does the girl enjoy?,Running,Swimming,Walking,Reading,Swimming,Comprehension,4,False,0
404,11,4,4,gerunds,"A: I enjoy swimming in the morning.
B: Really? I prefer running at night.
A: Both are good exercise!",What type of word is 'swimming'?,Gerund,Verb,Adjective,Noun,Gerund,Grammar,4,False,0
404,12,4,4,gerunds,"A: I enjoy swimming in the morning.
B: Really? I prefer running at night.
A: Both are good exercise!",When does the boy run?,Morning,Afternoon,Night,Evening,Night,Detail,4,False,0
405,13,5,4,modals (have to),"A: We have to finish this project by Friday.
B: That’s a lot of work!
A: Don’t worry. If we start today, we can do it.",When must they finish the project?,Friday,Thursday,Sunday,Saturday,Friday,Comprehension,4,False,0
405,14,5,4,modals (have to),"A: We have to finish this project by Friday.
B: That’s a lot of work!
A: Don’t worry. If we start today, we can do it.",What does 'have to' show?,Ability,Possibility,Obligation,Habit,Obligation,Grammar,4,False,0
405,15,5,4,modals (have to),"A: We have to finish this project by Friday.
B: That’s a lot of work!
A: Don’t worry. If we start today, we can do it.",What advice does the speaker give?,Start today,Wait until Friday,Take a break,Ask for help,Start today,Function,4,False,0
406,16,6,4,comparatives of degree,"A: This test is harder than the last one!
B: I agree, but it’s also more interesting.",How is the test different?,It’s easier,It’s shorter,It’s harder,It’s boring,It’s harder,Comprehension,4,False,0
406,17,6,4,comparatives of degree,"A: This test is harder than the last one!
B: I agree, but it’s also more interesting.",Which word compares two things?,Test,One,Harder,Also,Harder,Grammar,4,False,0
406,18,6,4,comparatives of degree,"A: This test is harder than the last one!
B: I agree, but it’s also more interesting.",What is also true about the test?,It’s the same,It’s longer,It’s more interesting,It’s worse,It’s more interesting,Inference,4,False,0
407,19,7,4,functional language (preferences),"A: Do you prefer reading books or watching movies?
B: I prefer watching movies because I can relax.",What does the boy prefer?,Sleeping,Watching movies,Reading books,Playing games,Watching movies,Comprehension,4,False,0
407,20,7,4,functional language (preferences),"A: Do you prefer reading books or watching movies?
B: I prefer watching movies because I can relax.",What word shows reason?,Or,But,And,Because,Because,Grammar,4,False,0
407,21,7,4,functional language (preferences),"A: Do you prefer reading books or watching movies?
B: I prefer watching movies because I can relax.",Why does he prefer movies?,They are funny,They are relaxing,They are short,They are cheap,They are relaxing,Inference,4,False,0
408,22,8,4,second conditional,"A: If I had more time, I would learn to play guitar.
B: Me too! Music is amazing.",What would the speaker do with more time?,Play soccer,Travel,Learn guitar,Study math,Learn guitar,Comprehension,4,False,0
408,23,8,4,second conditional,"A: If I had more time, I would learn to play guitar.
B: Me too! Music is amazing.",Which word shows an unreal situation?,Had,More,If,Would,Would,Grammar,4,False,0
408,24,8,4,second conditional,"A: If I had more time, I would learn to play guitar.
B: Me too! Music is amazing.",What do they both think about music?,It’s expensive,It’s amazing,It’s easy,It’s boring,It’s amazing,Inference,4,False,0
409,25,9,4,present perfect,"A: Have you ever been to Japan?
B: Yes, I’ve been there twice.
A: Did you like it?
B: I loved it!",How many times has the boy been to Japan?,Once,Twice,Three times,Never,Twice,Comprehension,4,False,0
409,26,9,4,present perfect,"A: Have you ever been to Japan?
B: Yes, I’ve been there twice.
A: Did you like it?
B: I loved it!",Which form is present perfect?,Was,Go,Have been,Went,Have been,Grammar,4,False,0
409,27,9,4,present perfect,"A: Have you ever been to Japan?
B: Yes, I’ve been there twice.
A: Did you like it?
B: I loved it!",What did he think of Japan?,He was bored,He didn’t like it,He loved it,He forgot,He loved it,Inference,4,False,0
410,28,10,4,functional language (advice),"A: I’m worried about my exam tomorrow.
B: Don’t worry. Just review your notes and sleep early.
A: Thanks. I’ll do that.",What is the girl worried about?,Her exam,Her health,Her trip,Her friend,Her exam,Comprehension,4,False,0
